Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.1,Integration Versus Independence for the Successor States of the USSR: When Might Economics' “Right Answers” Be Wrong?,April 1992,L V Palei,Jerry L Petr,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.2,Choosing Hypotheses in Comparative Economic Studies: Lessons from a Current Case Study,April 1992,Gavin Peebles,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.3,How Rational is the Behavior of Economic Agents in Russia?,April 1992,Leonid P Malkov,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.4,A Mixed Economy in Hungary? Lessons from the Swedish Experience,April 1992,James Angresano,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.5,The Polish State-Owned Enterprise Sector and the Recession in 1990,April 1992,Mark E Schaffer,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.6,Survey Article: Agricultural Privatization in Transition Economies,April 1992,Elizabeth Clayton,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.7,The Nature of Socialist Economies: Lessons from Eastern European Foreign Trade,April 1992,Carl McMillan,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.8,Foreign Economic Relations of the European Community: The Impact of Spain and Portugal,April 1992,Dale L Cramer,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.9,Soviet Non-Capitalist Development: The Case of Nasser's Egypt,April 1992,Ghada Hashem Talhami,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.10,The World Economic Crisis and Japanese Capitalism,April 1992,James Angresano,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.11,Economic Reforms in Eastern Europe and the Soviet Union,April 1992,Leonore S Taga,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Comparative Economic Studies,01 April 1992,https://link.springer.com/article/10.1057/ces.1992.12,Chinese State Enterprises: A Regional Property Rights Analysis,April 1992,William Byrd,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Comparative Economic Studies,01 July 1992,https://link.springer.com/article/10.1057/ces.1992.13,Fiscal Decentralization in the Soviet Economy,July 1992,Daniel Berkowitz,Beth Mitchneck,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
