Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010017,On the 100th issue of this journal,February 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010029,Problems in the commercialization of scientific research and ways of addressing them,February 2007,N. I. Komkov,N. N. Bondareva,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010030,Accumulation and consumption of fixed capital in Russia: An alternative estimate,February 2007,G. I. Khanin,D. A. Fomin,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010042,A method for taking account of the effect of scientific and technological progress on economic growth in the RIM interindustry model,February 2007,S. A. Shanin,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010054,Variation in the estimates of the fixed capital of Russian metallurgy,February 2007,I. A. Budanov,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010066,Forecast scenarios and a program of development of a large metallurgical works under competition,February 2007,N. I. Novikov,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010078,Assessing the competitive power of a region,February 2007,V. P. Shorokhov,D. N. Kol’kin,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S107570070701008X,Techniques of developing the economic clauses of a production sharing agreement for oil and gas projects,February 2007,S. M. Lavlinskii,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010091,"A region’s resource potential and its utilization, with special reference to the Republic of Dagestan",February 2007,M. G. Guseinov,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010108,"Analyzing social policy alternatives through modeling and forecasting of the consumption, composition, and incomes of the population",February 2007,N. A. Tarasova,S. R. Khachatryan,M. S. Tarasova,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S107570070701011X,The population of the Russian Federation: Solvency dynamics and depopulation,February 2007,I. B. Zagaitov,L. P. Yanovskii,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010121,The budgetary links of the Irkutsk oblast fuel and energy complex: An analysis,February 2007,A. G. Korneev,K. A. Korobkov,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010133,Financial profiles of mortgage loan securitization,February 2007,V. V. Shushkov,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,1,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707010145,About the Authors,February 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020013,Russia and Europe: Energy union or energy conflict?,March 2007,V. V. Ivanter,V. S. Panfilov,V. V. Semikashev,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020025,Forecasting the demand for advanced Russian-made civil aircraft,March 2007,V. V. Klochkov,T. M. Gusmanov,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020037,The competitiveness of agricultural commodities systems: Their potential and growth factors,March 2007,V. V. Rau,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020049,"Russia’s economic space: Currencies, oil, investment",March 2007,Kh. Kh. Valiullin,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020050,Scenarios of sustainable regional water consumption under climate change,March 2007,V. I. Danilov-Danil’yan,V. G. Pryazhinskaya,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
18,2,Studies on Russian Economic Development,,https://link.springer.com/article/10.1134/S1075700707020062,Diagnosing urban development by an indicator system,March 2007,T. D. Belkina,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
