Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,Economics of Disasters and Climate Change,25 May 2017,https://link.springer.com/article/10.1007/s41885-017-0008-z,Disasters and Climate Change Economics: - a New Journal for a Changing World,June 2017,Ilan Noy,Shunsuke Managi,Stephane Hallegatte,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,01 June 2017,https://link.springer.com/article/10.1007/s41885-017-0006-1,"A Normative Exploration of the Link Between Development, Economic Growth, and Natural Risk",June 2017,Stephane Hallegatte,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,21 April 2017,https://link.springer.com/article/10.1007/s41885-017-0002-5,Impact of Natural Disasters on Financial Development,June 2017,Subhani Keerthiratne,Richard S. J. Tol,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,06 May 2017,https://link.springer.com/article/10.1007/s41885-017-0005-2,"Impact of Climate Change, Weather Extremes, and Price Risk on Global Food Supply",June 2017,Mekbib G. Haile,Tesfamicheal Wossen,Joachim von Braun,,,,,,,,Unknown,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,08 May 2017,https://link.springer.com/article/10.1007/s41885-017-0001-6,Going Back: Radiation and Intentions to Return amongst Households Evacuated after the Great Tohoku Earthquake,June 2017,Alistair Munro,Shunsuke Managi,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,04 May 2017,https://link.springer.com/article/10.1007/s41885-017-0004-3,Impacts of a Changing Climate on Economic Damages and Insurance,June 2017,Christian L. E. Franzke,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economics of Disasters and Climate Change,29 May 2017,https://link.springer.com/article/10.1007/s41885-017-0007-0,Challenges and Opportunities for Economic Evaluation of Disaster Risk Decisions,June 2017,Nicola Smith,Charlotte Brown,Wendy Saunders,,,,,,,,Female,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Economics of Disasters and Climate Change,10 July 2017,https://link.springer.com/article/10.1007/s41885-017-0013-2,"Risk, Loss, and Ambiguity Aversion after a Natural Disaster",July 2017,Robert Shupp,Scott Loveridge,Cynthia Rogers,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Economics of Disasters and Climate Change,21 June 2017,https://link.springer.com/article/10.1007/s41885-017-0011-4,At the Very Edge of a Storm: The Impact of a Distant Cyclone on Atoll Islands,July 2017,Tauisi Taupo,Ilan Noy,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Economics of Disasters and Climate Change,19 July 2017,https://link.springer.com/article/10.1007/s41885-017-0014-1,Economies of Integrated Risk Management? An Empirical Analysis of the Swiss Public Insurance Approach to Natural Hazard Prevention,July 2017,Reimund Schwarze,Carsten Croonenbroeck,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
