Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0031-6,Central Bank Autonomy without Monetary Policy,July 2005,Luca Papi,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0032-5,International Transmission Effect of Volatility between the Financial Markets during the Asian Financial Crisis,July 2005,Ruey-Shan Wu,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0033-4,Mutual-Fund Benchmarking and Market Bubbles: A Behavioral Approach,July 2005,Alberto Bertoni,Giorgio Bertinetti,Chiara Cesari,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0034-3,Corporate Social Responsibility in Romania: From Theory to Practice,July 2005,Mihai Korka,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0035-2,Between Transition and Enlargement: The Composition of Consumption in European Households,July 2005,Marina Schenkel,Daniele Sturam,Fabio Occari,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0036-1,Regional Trade Clusters in Promoting Eastward Enlargement of European Union,July 2005,Tiiu Paas,Egle Tafenau,,,,,,,,,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0037-0,Democracy and Military Expenditure: A Cross-Country Evidence,July 2005,Julide Yildirim,Selami Sezgin,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0038-z,Europe and Security in the Caucasus,July 2005,Giorgio Dominese,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0039-y,The 800-Year-Old Westernization Dream of the East-Mediterranean Turks: Thinking the EU Membership of Turkey,July 2005,Buket Uzuner,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
12,1,Transition Studies Review,,https://link.springer.com/article/10.1007/s11300-005-0040-5,Croatian Regional Policy Fostering Competitiveness,July 2005,Sanja Maleković,Zlatan Fröhlich,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
