Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410001,Foreword,January 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410002,In brief,January 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410003,Updates and forthcoming releases,January 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410004,"Economic Review, January 2007",January 2007,Anis Chowdhury,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410005,Key Indicators,January 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410006,Independent forecasts,January 2007,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410007,Official statistical publications and economic statistics,January 2007,Mavis Anagboso,Allan Flowers,Gavin Wallis,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410008,The personal inflation calculator,January 2007,Matthew Powell,Jim  O'Donoghue,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410009,Inflation — experience and perceptions,January 2007,Jim O'Donoghue,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Economic & Labour Market Review,15 January 2007,https://link.springer.com/article/10.1057/palgrave.elmr.1410010,Keeping the RPI and CPI basket of goods and services up to date,January 2007,Jim O'Donoghue,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
