Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804212,On the economic environment in 1971,February 1971,Raymond J. Saulnier,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804213,On the quality of our national life,February 1971,Wallace C. Peterson,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804214,Wage escalation is counter-inflationary,February 1971,Leonard Woodcock,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804215,Time-bound concepts in the catholic social teaching of the 19th and early 20th centuries,February 1971,Karl H. Brüls,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804216,Foreign aid and economic welfare,February 1971,Patrick Yeung,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804217,Coming events,February 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804218,New books of special interest,February 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804219,Significant articles,February 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804220,The long look into the far ahead,February 1971,Ludwig H. Mai,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804221,A voice from Canada,February 1971,Donald Creighton,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804222,Economics and public policy,February 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02804223,News from the secretary’s desk,February 1971,Küpper,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02820311,Mater et magistra,May 1971,Franz H. Mueller,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02820312,On distribution of income and social control of private economic power,May 1971,Wallace C. Peterson,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02820313,Reasons for unemployment of unemployment insurance claimants,May 1971,Louis F. Buckley,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02820314,Observations,May 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757751,"A letter from Washington, D. C.",November 1971,Josef Solterer,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757752,A letter from Chicago,November 1971,Louis F. Buckley,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757753,Economic report from Texas,November 1971,Harold Crain,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757754,Letter from California,November 1971,Dorothy Zerzan Sanford,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757755,A papal letter on world justice,November 1971,John F. Cronin,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757756,Marxism as a Christian heresy,November 1971,Gabriel Franks,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757757,The European Economic Community (common market) and European socio-economic policy,November 1971,Albert Coppe,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757758,Observations,November 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757759,Association for Social Economics Thirtieth Annual Meeting,November 1971,Theresa R. Scholl,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,3,Forum for Social Economics,,https://link.springer.com/article/10.1007/BF02757760,News from the secretary’s desk,November 1971,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
