Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
34,1,Homo Oeconomicus,08 March 2017,https://link.springer.com/article/10.1007/s41412-017-0040-9,Proposals for a Democracy of the Future,April 2017,Bruno S. Frey,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Homo Oeconomicus,16 November 2016,https://link.springer.com/article/10.1007/s41412-016-0033-0,Historical Migration and Geographic Clustering of Prominent Western Philosophers,April 2017,John O’Hagan,Alan Walsh,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Homo Oeconomicus,02 March 2017,https://link.springer.com/article/10.1007/s41412-017-0037-4,Marijuana Prohibition and Rent Seeking,April 2017,R. Warren Anderson,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Homo Oeconomicus,04 March 2017,https://link.springer.com/article/10.1007/s41412-017-0039-2,"Ancient Athenians, Californians and Modern Greeks: A Comparative Analysis of Choice Set Under Direct Democracy Procedures",April 2017,Emmanouil M. L. Economou,Nicholas C. Kyriazis,Theodore Metaxas,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Homo Oeconomicus,03 March 2017,https://link.springer.com/article/10.1007/s41412-017-0036-5,Simple vs. Sophisticated Rules for the Allocation of Voting Weights,April 2017,N. Maaser,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,1,Homo Oeconomicus,01 February 2017,https://link.springer.com/article/10.1007/s41412-017-0035-6,Land Grabbing: Last Ditch Effort of Colonialism? A Survey of a Few Contributions and a Couple of Suggestions,April 2017,Gianpaolo Rossini,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,22 July 2017,https://link.springer.com/article/10.1007/s41412-017-0051-6,Assessing Mental Models via Recording Decision Deliberations of Pairs,November 2017,Siegfried K. Berninghaus,Werner Güth,Kerstin Pull,,,,,,,,Male,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,11 July 2017,https://link.springer.com/article/10.1007/s41412-017-0049-0,Intergroup Revenge: A Laboratory Experiment,November 2017,David Hugh-Jones,Martin Alois Leroch,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,03 March 2017,https://link.springer.com/article/10.1007/s41412-017-0038-3,Climate Change and Environmentally Induced Migration Across Regions: Cooperative and Non-cooperative Solutions,November 2017,E. V. Petracou,A. Xepapadeas,A. N. Yannacopoulos,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,10 July 2017,https://link.springer.com/article/10.1007/s41412-017-0050-7,Understanding “Development”: Insights from Some Aspects of Complexity Theory,November 2017,Christopher A. Hartwell,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,25 March 2017,https://link.springer.com/article/10.1007/s41412-017-0041-8,Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Norman Schofield,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,31 March 2017,https://link.springer.com/article/10.1007/s41412-017-0042-7,Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Dan S. Felsenthal,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,19 April 2017,https://link.springer.com/article/10.1007/s41412-017-0043-6,Reforming Democracy: Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Hannu Nurmi,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,05 July 2017,https://link.springer.com/article/10.1007/s41412-017-0047-2,Developing Democracy. Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Keith Dowding,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,06 July 2017,https://link.springer.com/article/10.1007/s41412-017-0045-4,Pitfalls on the Road to Frey’s Democracy of the Future,November 2017,Antoaneta Dimitrova,Bernard Steunenberg,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,07 July 2017,https://link.springer.com/article/10.1007/s41412-017-0046-3,Democracy of the Future. Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Jarosław Kantorowicz,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,08 July 2017,https://link.springer.com/article/10.1007/s41412-017-0048-1,Well-Intentioned Fantasy? A Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Sean Fox,Ron Johnston,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,01 September 2017,https://link.springer.com/article/10.1007/s41412-017-0052-5,Direct constitutional democracy: Comment on “Proposals for a Democracy of the Future” by Bruno Frey,November 2017,Hartmut Kliemt,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,01 September 2017,https://link.springer.com/article/10.1007/s41412-017-0053-4,Aligning Democracy: A Comment on Bruno S. Frey’s “Proposals for a Democracy of the Future”,November 2017,Ryan Kendall,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,2,Homo Oeconomicus,03 July 2017,https://link.springer.com/article/10.1007/s41412-017-0044-5,Domenico da Empoli (1941–2016),November 2017,Emma Galli,Giampaolo Garzarelli,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35,1,Homo Oeconomicus,08 May 2018,https://link.springer.com/article/10.1007/s41412-018-0066-7,On the Process and Economics of Land Settlement in Oman: Mathematical Modeling and Reasoning in Urban Planning and Design,June 2018,Bernhard Heim,Marc Joosten,Florian Rupp,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35,1,Homo Oeconomicus,30 May 2018,https://link.springer.com/article/10.1007/s41412-018-0065-8,"Vote Probabilities, Thresholds and Actor Preferences: Decision Capacity and the Council of the European Union",June 2018,Madeleine O. Hosli,Běla Plechanovová,Serguei Kaniovski,,,,,,,,Female,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
