Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,IZA Journal of Development and Migration,31 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-14,From immigrants to (non-)citizens: political economy of naturalisations in Latvia,December 2012,Artjoms Ivļevs,Roswitha M King,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,31 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-13,Does aid induce brain drain? A panel data analysis,December 2012,Darwin Ugarte Ontiveros,Vincenzo Verardi,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,31 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-12,Ethnic discrimination in China's internet job board labor market,December 2012,Margaret Maurer-Fazio,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,28 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-11,Differences in employment outcomes for college town stayers and leavers,December 2012,John V Winters,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,27 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-10,Payments for ecological restoration and internal migration in China: the sloping land conversion program in Ningxia,December 2012,Sylvie Démurger,Haiyuan Wan,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,24 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-9,From the bottom to the top: a more complete picture of the immigrant-native wage gap in Britain,December 2012,Priscillia Hunt,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,24 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-8,Self-selection patterns among return migrants: Mexico 1990-2010,December 2012,Raymundo M Campos-Vazquez,Jaime Lara,,,,,,,,,Unknown,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,18 December 2012,https://link.springer.com/article/10.1186/2193-9039-1-7,Do immigrants squeeze natives out of bad schedules? Evidence from Italy,December 2012,Osea Giuntella,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,28 November 2012,https://link.springer.com/article/10.1186/2193-9039-1-6,The impact of parents’ years since migration on children’s academic achievement,December 2012,Helena Skyt Nielsen,Beatrice Schindler Rangvid,,,,,,,,,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,18 October 2012,https://link.springer.com/article/10.1186/2193-9039-1-5,"Ethnic persistence, assimilation and risk proclivity",December 2012,Holger Bonin,Amelie Constant,Klaus F Zimmermann,,,,,,,,Male,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,09 October 2012,https://link.springer.com/article/10.1186/2193-9039-1-4,Human capital transmission and the earnings of second-generation immigrants in Sweden,December 2012,Mats Hammarstedt,Mårten Palme,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,09 October 2012,https://link.springer.com/article/10.1186/2193-9039-1-3,Immigrant over- and under-education: the role of home country labour market experience,December 2012,Matloob Piracha,Massimiliano Tani,Florin Vadean,,,,,,,,Unknown,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,09 October 2012,https://link.springer.com/article/10.1186/2193-9039-1-2,"Immigration, obesity and labor market outcomes in the UK",December 2012,Susan L Averett,Laura M Argys,Jennifer L Kohn,,,,,,,,Female,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,IZA Journal of Development and Migration,09 October 2012,https://link.springer.com/article/10.1186/2193-9039-1-1,Editorial: IZA Journal of Migration,December 2012,Amelie F Constant,Denis Fougère,Klaus F Zimmermann,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,16 December 2013,https://link.springer.com/article/10.1186/2193-9039-2-24,Short-term training programs for immigrants in the German welfare system: do effects differ from natives and why?,December 2013,Stephan L Thomsen,Thomas Walter,Alisher Aldashev,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,01 December 2013,https://link.springer.com/article/10.1186/2193-9039-2-23,Bridges or buffers? Motives behind Immigrants’ Religiosity,December 2013,Teresa Garcia-Muñoz,Shoshana Neuman,,,,,,,,,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,12 November 2013,https://link.springer.com/article/10.1186/2193-9039-2-22,The analytics of the wage effect of immigration,December 2013,George J Borjas,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,07 November 2013,https://link.springer.com/article/10.1186/2193-9039-2-21,Are temporary work agencies stepping stones into regular employment?,December 2013,Joakim Hveem,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,07 November 2013,https://link.springer.com/article/10.1186/2193-9039-2-20,"Return migration and the age profile of
              retirement among immigrants",December 2013,Deborah A Cobb-Clark,Steven Stillman,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,IZA Journal of Development and Migration,25 October 2013,https://link.springer.com/article/10.1186/2193-9039-2-19,Crime and immigration: new evidence from England and Wales,December 2013,Laura Jaitman,Stephen Machin,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
