Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,Journal of the Economic Science Association,07 July 2015,https://link.springer.com/article/10.1007/s40881-015-0012-4,Editors’ preface: introducing JESA,July 2015,Nikos Nikiforakis,Robert Slonim,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,19 May 2015,https://link.springer.com/article/10.1007/s40881-015-0006-2,Fair weather avoidance: unpacking the costs and benefits of “Avoiding the Ask”,July 2015,Hannah Trachtman,Andrew Steinkruger,Justin M. Rao,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,24 February 2015,https://link.springer.com/article/10.1007/s40881-015-0001-7,Conformity in the lab,July 2015,Jacob K. Goeree,Leeat Yariv,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,19 May 2015,https://link.springer.com/article/10.1007/s40881-015-0005-3,Online field experiments: a selective survey of methods,July 2015,Yan Chen,Joseph Konstan,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,25 April 2015,https://link.springer.com/article/10.1007/s40881-015-0007-1,Stated and revealed inequality aversion in three subject pools,July 2015,Benjamin Beranek,Robin Cubitt,Simon Gächter,,,,,,,,Male,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,07 May 2015,https://link.springer.com/article/10.1007/s40881-015-0011-5,Communication in legislative bargaining,July 2015,Andrzej Baranski,John H. Kagel,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,27 May 2015,https://link.springer.com/article/10.1007/s40881-015-0008-0,Game form misconceptions are not necessary for a willingness-to-pay vs. willingness-to-accept gap,July 2015,Björn Bartling,Florian Engl,Roberto A. Weber,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,25 February 2015,https://link.springer.com/article/10.1007/s40881-015-0002-6,Dishonesty under scrutiny,July 2015,Jeroen van de Ven,Marie Claire Villeval,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,09 May 2015,https://link.springer.com/article/10.1007/s40881-015-0010-6,An experimental study of leadership institutions in collective action games,July 2015,Selhan Garip Sahin,Catherine Eckel,Mana Komai,,,,,,,,Unknown,Female,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of the Economic Science Association,07 May 2015,https://link.springer.com/article/10.1007/s40881-015-0004-4,Subject pool recruitment procedures: organizing experiments with ORSEE,July 2015,Ben Greiner,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,07 December 2015,https://link.springer.com/article/10.1007/s40881-015-0018-y,"Editors’ preface: statistics, replications and null results",December 2015,Nikos Nikiforakis,Robert Slonim,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,25 April 2015,https://link.springer.com/article/10.1007/s40881-015-0009-z,Hotelling revisits the lab: equilibration in continuous and discrete time,December 2015,Curtis Kephart,Daniel Friedman,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,19 May 2015,https://link.springer.com/article/10.1007/s40881-015-0003-5,Naive play and the process of choice in guessing games,December 2015,Marina Agranov,Andrew Caplin,Chloe Tergiman,,,,,,,,Female,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,28 October 2015,https://link.springer.com/article/10.1007/s40881-015-0016-0,How to measure time preferences in children: a comparison of two methods,December 2015,Silvia Angerer,Philipp Lergetporer,Matthias Sutter,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,02 September 2015,https://link.springer.com/article/10.1007/s40881-015-0013-3,Learning through passive participation in asset market bubbles,December 2015,Timothy N. Cason,Anya Samek,,,,,,,,,Male,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,30 November 2015,https://link.springer.com/article/10.1007/s40881-015-0014-2,The veil of experimental currency units in second price auctions,December 2015,Andreas C. Drichoutis,Jayson L. Lusk,Rodolfo M. Nayga Jr.,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of the Economic Science Association,19 November 2015,https://link.springer.com/article/10.1007/s40881-015-0017-z,Peer punishment across payoff equivalent public good and common pool resource experiments,December 2015,David C. Kingsley,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,14 May 2016,https://link.springer.com/article/10.1007/s40881-016-0025-7,The slider task: an example of restricted inference on incentive effects,May 2016,Felipe A. Araujo,Erin Carbone,Alistair J. Wilson,,,,,,,,Male,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,15 February 2016,https://link.springer.com/article/10.1007/s40881-015-0019-x,From imitation to collusion: a replication,May 2016,Jörg Oechssler,Alex Roomets,Stefan Roth,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,20 November 2015,https://link.springer.com/article/10.1007/s40881-015-0015-1,Delegated bargaining in a competitive agent market: an experimental study,May 2016,Amy K. Choy,John R. Hamman,Roberto A. Weber,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,19 December 2015,https://link.springer.com/article/10.1007/s40881-015-0020-4,Time for helping,May 2016,Anastasia Danilov,Timo Vogelsang,,,,,,,,,Female,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,11 January 2016,https://link.springer.com/article/10.1007/s40881-015-0021-3,Eliciting and measuring betrayal aversion using the BDM mechanism,May 2016,Simone Quercia,,,,,,,,,,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,01 February 2016,https://link.springer.com/article/10.1007/s40881-016-0023-9,The price of luck: paying for the hot hand of others,May 2016,Silvia Bou,Jordi Brandts,Pablo Guillén,,,,,,,,Female,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,09 April 2016,https://link.springer.com/article/10.1007/s40881-016-0024-8,A comment on framing effects in linear public good games,May 2016,Edward Cartwright,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,1,Journal of the Economic Science Association,30 January 2016,https://link.springer.com/article/10.1007/s40881-016-0022-x,Symmetric experimental designs: conditions for equivalence of panel data estimators,May 2016,Ronald L. Oaxaca,David L. Dickinson,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,Journal of the Economic Science Association,18 November 2016,https://link.springer.com/article/10.1007/s40881-016-0031-9,Editors’ preface: reviewing statistics and first evidence of impact,November 2016,Nikos Nikiforakis,Robert Slonim,,,,,,,,,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2,Journal of the Economic Science Association,12 November 2016,https://link.springer.com/article/10.1007/s40881-016-0027-5,Vickrey auction vs BDM: difference in bidding behaviour and the impact of other-regarding motives,November 2016,Niall Flynn,Christopher Kah,Rudolf Kerschbamer,,,,,,,,Male,Male,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
