Volume,Issue,Journal Name,Published Date,Link,Title,Journal Year,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Gender_Author 1,Gender_Author 2,Gender_Author 3,Gender_Author 4,Gender_Author 5,Gender_Author 6,Gender_Author 7,Gender_Author 8,Gender_Author 9,Gender_Author 10
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171505,Editorial,June 1988,Klaus F. Zimmermann,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171506,Bernard M.S. van Praag 1986/87 President of the European Society for Population Economics,June 1988,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171507,The notion of population economics,June 1988,Bernard M. S. van Praag,,,,,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171508,Population policy and individual choice,June 1988,M. Nerlove,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171509,Age structure and income distribution policy,June 1988,R. K. von Weizsäcker,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171510,Labour migration as a response to relative deprivation,June 1988,O. Stark,S. Yitzhaki,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171511,"Application of Granger-Sims causality tests to monthly fertility data, 1958–1984",June 1988,D. J. Macunovich,R. A. Easterlin,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171512,Call for papers,June 1988,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171513,"First ESPE Congress and General Assembly in Rotterdam, 1987",June 1988,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,1,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00171514,European Society for Population Economics Statutes,June 1988,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00163884,On tests for sex preferences,October 1988,Siu Fai Leung,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00163885,Wage differentials due to gender,October 1988,N. Smith,N. Westergård-Nielsen,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00163886,An interest-group theory of population growth,October 1988,M. S. Kimenyi,W. F. Shughart II,R. D. Tollison,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1,2,Journal of Population Economics,,https://link.springer.com/article/10.1007/BF00163887,The dependency ratio and optimum population growth,October 1988,A. Rodriguez,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
